unet_simp_small.onnx,spec_unet_simp_small_idx_917f262f1608_16_eps_0.01200.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_9d8c465a0881_16_eps_0.00400.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_9d8c465a0881_16_eps_0.01200.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_a3e2e104d58a_16_eps_0.00400.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_a3e2e104d58a_16_eps_0.01200.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_bb2f95262773_16_eps_0.00400.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_bb2f95262773_16_eps_0.01200.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_c4ac16c0dd59_16_eps_0.00400.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_c4ac16c0dd59_16_eps_0.01200.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_cd2e588ef1c5_16_eps_0.00400.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_cd2e588ef1c5_16_eps_0.01200.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_d326cb5c3d12_16_eps_0.00400.vnnlib,300
unet_simp_small.onnx,spec_unet_simp_small_idx_d326cb5c3d12_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_11f3dc041cfb_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_11f3dc041cfb_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_1ba84b81628e_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_1ba84b81628e_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_3d7a1030deeb_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_3d7a1030deeb_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_3f202616a2b9_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_3f202616a2b9_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_768f299c36e1_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_768f299c36e1_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_82f72273d23e_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_82f72273d23e_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_a3e2e104d58a_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_a3e2e104d58a_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_a5fea424990e_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_a5fea424990e_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_b44091aa62e4_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_b44091aa62e4_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_b98c63cd6102_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_b98c63cd6102_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_c4ac16c0dd59_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_c4ac16c0dd59_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_cf89c3220bc4_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_cf89c3220bc4_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_de74550a306a_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_de74550a306a_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_e1d2c25f3510_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_e1d2c25f3510_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_f8b6f4c39204_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_f8b6f4c39204_16_eps_0.01200.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_fecea3036c59_16_eps_0.00400.vnnlib,300
unet_upsample_small.onnx,spec_unet_upsample_small_idx_fecea3036c59_16_eps_0.01200.vnnlib,300
